expansion_id,expansion_title,card_number,name,card_type,clan_or_nation,grade,power,shield,skill,detail_url,image_url,image_file
6,[BT02]Onslaught of Dragon Souls,BT02/026EN,Chappie the Ghostie,Normal Unit,Granblue,0,5000,10000,"[AUTO]: When this unit is placed on (GC), search your deck for up to one <Granblue>, put it into your drop zone, and shuffle your deck.",https://en.cf-vanguard.com/cardlist/cardsearch/?cardno=BT02/026EN&expansion=6&view=text,https://en.cf-vanguard.com/wordpress/wp-content/images/cardlist/bt02/BT02_026EN.png,vanguard_scrape_out\images\BT02_026EN__Chappie_the_Ghostie.png
6,[BT02]Onslaught of Dragon Souls,BT02/027EN,Gigantech Charger,Normal Unit,Royal Paladin,3,9000,-,"[AUTO]: When this unit is placed on (VC) or (RC), reveal the top card of your deck. If the revealed card is a <Royal Paladin>, call it to (RC), and if it is not, shuffle your deck.",https://en.cf-vanguard.com/cardlist/cardsearch/?cardno=BT02/027EN&expansion=6&view=text,https://en.cf-vanguard.com/wordpress/wp-content/images/cardlist/bt02/BT02_027EN.png,vanguard_scrape_out\images\BT02_027EN__Gigantech_Charger.png
6,[BT02]Onslaught of Dragon Souls,BT02/028EN,"Great Sage, Barron",Normal Unit,Royal Paladin,2,8000,5000,"[AUTO](RC):During your main phase, when a card is put into your soul, if you have a <Royal Paladin> vanguard, this unit gets [Power]+3000 until end of turn.",https://en.cf-vanguard.com/cardlist/cardsearch/?cardno=BT02/028EN&expansion=6&view=text,https://en.cf-vanguard.com/wordpress/wp-content/images/cardlist/bt02/BT02_028EN.png,"vanguard_scrape_out\images\BT02_028EN__Great_Sage,_Barron.png"
6,[BT02]Onslaught of Dragon Souls,BT02/029EN,"High Dog Breeder, Akane",Normal Unit,Royal Paladin,2,8000,5000,"[AUTO]:[Counter-Blast 2] When this unit is placed on (VC) or (RC), you may pay the cost. If you do, search your deck for up to one <Royal Paladin> <High Beast>, call it to (RC), and shuffle your deck.",https://en.cf-vanguard.com/cardlist/cardsearch/?cardno=BT02/029EN&expansion=6&view=text,https://en.cf-vanguard.com/wordpress/wp-content/images/cardlist/bt02/BT02_029EN.png,"vanguard_scrape_out\images\BT02_029EN__High_Dog_Breeder,_Akane.png"
6,[BT02]Onslaught of Dragon Souls,BT02/030EN,Pongal,Normal Unit,Royal Paladin,1,7000,5000,"[ACT](RC):[Counter-Blast 1 & Put this unit into your soul] If you have a <Royal Paladin> vanguard, search your deck for up to one card named ""Soul Saver Dragon"", reveal it to your opponent, put it into your hand, and shuffle your deck.",https://en.cf-vanguard.com/cardlist/cardsearch/?cardno=BT02/030EN&expansion=6&view=text,https://en.cf-vanguard.com/wordpress/wp-content/images/cardlist/bt02/BT02_030EN.png,vanguard_scrape_out\images\BT02_030EN__Pongal.png
6,[BT02]Onslaught of Dragon Souls,BT02/031EN,Blazing Core Dragon,Normal Unit,Kagero,2,9000,5000,"[ACT](VC):[Counter-Blast 1 & Choose a unit named ""Iron Tail Dragon"" and a unit named ""Gattling Claw Dragon"" from your (RC), and put them into your soul] Search your deck for up to one card named ""Blazing Flare Dragon"", ride it, and shuffle your deck.",https://en.cf-vanguard.com/cardlist/cardsearch/?cardno=BT02/031EN&expansion=6&view=text,https://en.cf-vanguard.com/wordpress/wp-content/images/cardlist/bt02/BT02_031EN.png,vanguard_scrape_out\images\BT02_031EN__Blazing_Core_Dragon.png
6,[BT02]Onslaught of Dragon Souls,BT02/032EN,"Demonic Dragon Mage, Kimnara",Normal Unit,Kagero,1,6000,5000,"[ACT](RC):[Counter-Blast 1 & Put this unit into your soul] If you have a <Kagero> vanguard, choose up to one of your opponent's grade 1 rear-guards, and retire it.",https://en.cf-vanguard.com/cardlist/cardsearch/?cardno=BT02/032EN&expansion=6&view=text,https://en.cf-vanguard.com/wordpress/wp-content/images/cardlist/bt02/BT02_032EN.png,"vanguard_scrape_out\images\BT02_032EN__Demonic_Dragon_Mage,_Kimnara.png"
6,[BT02]Onslaught of Dragon Souls,BT02/033EN,Luck Bird,Normal Unit,Oracle Think Tank,1,5000,5000,"[AUTO]:[Soul-Blast 2] When this unit is placed on (RC), if you have an <Oracle Think Tank>vanguard, you may pay the cost. If you do, draw a card.",https://en.cf-vanguard.com/cardlist/cardsearch/?cardno=BT02/033EN&expansion=6&view=text,https://en.cf-vanguard.com/wordpress/wp-content/images/cardlist/bt02/BT02_033EN.png,vanguard_scrape_out\images\BT02_033EN__Luck_Bird.png
6,[BT02]Onslaught of Dragon Souls,BT02/034EN,"Winged Dragon, Skyptero",Normal Unit,Tachikaze,1,6000,5000,"[AUTO]:[Counter-Blast 1] When this unit is put into the drop zone from (RC), if you have a <Tachikaze> vanguard, you may pay the cost. If you do, return this card to your hand.",https://en.cf-vanguard.com/cardlist/cardsearch/?cardno=BT02/034EN&expansion=6&view=text,https://en.cf-vanguard.com/wordpress/wp-content/images/cardlist/bt02/BT02_034EN.png,"vanguard_scrape_out\images\BT02_034EN__Winged_Dragon,_Skyptero.png"
6,[BT02]Onslaught of Dragon Souls,BT02/035EN,Dragon Egg,Normal Unit,Tachikaze,0,4000,10000,"[AUTO](VC):When another <Tachikaze> rides this unit, you may call this card to (RC). [AUTO]:[Counter-Blast 1] When this unit is put into the drop zone from (RC), if you have a <Tachikaze> vanguard, you may pay the cost. If you do, return this card to your hand.",https://en.cf-vanguard.com/cardlist/cardsearch/?cardno=BT02/035EN&expansion=6&view=text,https://en.cf-vanguard.com/wordpress/wp-content/images/cardlist/bt02/BT02_035EN.png,vanguard_scrape_out\images\BT02_035EN__Dragon_Egg.png
6,[BT02]Onslaught of Dragon Souls,BT02/036EN,"Top Idol, Aqua",Normal Unit,Bermuda Triangle,2,10000,5000,-,https://en.cf-vanguard.com/cardlist/cardsearch/?cardno=BT02/036EN&expansion=6&view=text,https://en.cf-vanguard.com/wordpress/wp-content/images/cardlist/bt02/BT02_036EN.png,"vanguard_scrape_out\images\BT02_036EN__Top_Idol,_Aqua.png"
6,[BT02]Onslaught of Dragon Souls,BT02/037EN,"Bermuda Triangle Cadet, Caravel",Normal Unit,Bermuda Triangle,0,3000,10000,"[AUTO]:[Soul-Blast 2] When this unit is placed on (RC), if you have a <Bermuda Triangle> vanguard, you may pay the cost. If you do, draw a card.",https://en.cf-vanguard.com/cardlist/cardsearch/?cardno=BT02/037EN&expansion=6&view=text,https://en.cf-vanguard.com/wordpress/wp-content/images/cardlist/bt02/BT02_037EN.png,"vanguard_scrape_out\images\BT02_037EN__Bermuda_Triangle_Cadet,_Caravel.png"
6,[BT02]Onslaught of Dragon Souls,BT02/038EN,Master Fraude,Normal Unit,Megacolony,3,10000,-,"[AUTO](VC)/(RC):[Soul-Blast 3] When this unit's attack hits, if you have a <Megacolony> vanguard, you may pay the cost. If you do, draw a card. [AUTO](VC):When this unit is boosted ([Boost]) by a <Megacolony>, this unit gets [Power]+3000 until end of that battle.",https://en.cf-vanguard.com/cardlist/cardsearch/?cardno=BT02/038EN&expansion=6&view=text,https://en.cf-vanguard.com/wordpress/wp-content/images/cardlist/bt02/BT02_038EN.png,vanguard_scrape_out\images\BT02_038EN__Master_Fraude.png
6,[BT02]Onslaught of Dragon Souls,BT02/039EN,Scientist Monkey Rue,Normal Unit,Great Nature,3,10000,-,"[ACT](VC)/(RC):[Counter-Blast 2] Choose one of your <Great Nature> rear-guards, and that unit gets [Power]+4000 until end of turn, and at the beginning of the end phase of that turn, retire that unit.",https://en.cf-vanguard.com/cardlist/cardsearch/?cardno=BT02/039EN&expansion=6&view=text,https://en.cf-vanguard.com/wordpress/wp-content/images/cardlist/bt02/BT02_039EN.png,vanguard_scrape_out\images\BT02_039EN__Scientist_Monkey_Rue.png
6,[BT02]Onslaught of Dragon Souls,BT02/040EN,Geograph Giant,Normal Unit,Great Nature,2,10000,5000,-,https://en.cf-vanguard.com/cardlist/cardsearch/?cardno=BT02/040EN&expansion=6&view=text,https://en.cf-vanguard.com/wordpress/wp-content/images/cardlist/bt02/BT02_040EN.png,vanguard_scrape_out\images\BT02_040EN__Geograph_Giant.png
6,[BT02]Onslaught of Dragon Souls,BT02/041EN,Panzer Gale,Normal Unit,Spike Brothers,2,8000,5000,"[AUTO]:When this unit intercepts ([Intercept]), if you have a <Spike Brothers> vanguard, this unit gets [Shield]+5000 until end of that battle.",https://en.cf-vanguard.com/cardlist/cardsearch/?cardno=BT02/041EN&expansion=6&view=text,https://en.cf-vanguard.com/wordpress/wp-content/images/cardlist/bt02/BT02_041EN.png,vanguard_scrape_out\images\BT02_041EN__Panzer_Gale.png
6,[BT02]Onslaught of Dragon Souls,BT02/042EN,Devil Summoner,Normal Unit,Spike Brothers,2,7000,5000,"[AUTO]:When this unit is placed on (VC) or (RC), reveal the top card of your deck. If the revealed card is a grade 1 or 2 <Spike Brothers>, call it to (RC), and if it is not, shuffle your deck.",https://en.cf-vanguard.com/cardlist/cardsearch/?cardno=BT02/042EN&expansion=6&view=text,https://en.cf-vanguard.com/wordpress/wp-content/images/cardlist/bt02/BT02_042EN.png,vanguard_scrape_out\images\BT02_042EN__Devil_Summoner.png
6,[BT02]Onslaught of Dragon Souls,BT02/043EN,Cyclone Blitz,Normal Unit,Spike Brothers,1,6000,5000,"[AUTO](VC)/(RC):[Soul-Blast 1] When this unit attacks, if you have a <Spike Brothers> vanguard, you may pay the cost. If you do, this unit gets [Power]+3000 until end of that battle.",https://en.cf-vanguard.com/cardlist/cardsearch/?cardno=BT02/043EN&expansion=6&view=text,https://en.cf-vanguard.com/wordpress/wp-content/images/cardlist/bt02/BT02_043EN.png,vanguard_scrape_out\images\BT02_043EN__Cyclone_Blitz.png
6,[BT02]Onslaught of Dragon Souls,BT02/044EN,Spike Brothers Assault Squad,Normal Unit,Spike Brothers,1,4000,5000,"[AUTO](RC):When an attack hits during the battle that this unit boosted ([Boost]) a <Spike Brothers>, [Stand] this unit.",https://en.cf-vanguard.com/cardlist/cardsearch/?cardno=BT02/044EN&expansion=6&view=text,https://en.cf-vanguard.com/wordpress/wp-content/images/cardlist/bt02/BT02_044EN.png,vanguard_scrape_out\images\BT02_044EN__Spike_Brothers_Assault_Squad.png
6,[BT02]Onslaught of Dragon Souls,BT02/045EN,Sonic Breaker,Trigger Unit,Spike Brothers,0,5000,10000,-,https://en.cf-vanguard.com/cardlist/cardsearch/?cardno=BT02/045EN&expansion=6&view=text,https://en.cf-vanguard.com/wordpress/wp-content/images/cardlist/bt02/BT02_045EN.png,vanguard_scrape_out\images\BT02_045EN__Sonic_Breaker.png
6,[BT02]Onslaught of Dragon Souls,BT02/046EN,Cheerful Lynx,Trigger Unit,Spike Brothers,0,5000,5000,-,https://en.cf-vanguard.com/cardlist/cardsearch/?cardno=BT02/046EN&expansion=6&view=text,https://en.cf-vanguard.com/wordpress/wp-content/images/cardlist/bt02/BT02_046EN.png,vanguard_scrape_out\images\BT02_046EN__Cheerful_Lynx.png
6,[BT02]Onslaught of Dragon Souls,BT02/047EN,"Cheer Girl, Tiara",Trigger Unit,Spike Brothers,0,5000,10000,"(You may only have up to four cards with ""[Heal] HEAL"" in a deck.)",https://en.cf-vanguard.com/cardlist/cardsearch/?cardno=BT02/047EN&expansion=6&view=text,https://en.cf-vanguard.com/wordpress/wp-content/images/cardlist/bt02/BT02_047EN.png,"vanguard_scrape_out\images\BT02_047EN__Cheer_Girl,_Tiara.png"
6,[BT02]Onslaught of Dragon Souls,BT02/048EN,Silence Joker,Trigger Unit,Spike Brothers,0,4000,10000,"[ACT](RC):[Put this unit into your soul] If you have a <Spike Brothers> vanguard, choose up to one card from your damage zone, and turn it face up.",https://en.cf-vanguard.com/cardlist/cardsearch/?cardno=BT02/048EN&expansion=6&view=text,https://en.cf-vanguard.com/wordpress/wp-content/images/cardlist/bt02/BT02_048EN.png,vanguard_scrape_out\images\BT02_048EN__Silence_Joker.png
6,[BT02]Onslaught of Dragon Souls,BT02/049EN,Skeleton Swordsman,Normal Unit,Granblue,2,8000,5000,"[AUTO]:When this unit intercepts ([Intercept]), if you have a <Granblue> vanguard, this unit gets [Shield]+5000 until end of that battle.",https://en.cf-vanguard.com/cardlist/cardsearch/?cardno=BT02/049EN&expansion=6&view=text,https://en.cf-vanguard.com/wordpress/wp-content/images/cardlist/bt02/BT02_049EN.png,vanguard_scrape_out\images\BT02_049EN__Skeleton_Swordsman.png
6,[BT02]Onslaught of Dragon Souls,BT02/050EN,Samurai Spirit,Normal Unit,Granblue,1,7000,5000,"[ACT]Drop zone:[Counter-Blast 1 & Choose one of your <Granblue> rear-guards, and retire it] If you have a <Granblue> vanguard, call this card to (RC).",https://en.cf-vanguard.com/cardlist/cardsearch/?cardno=BT02/050EN&expansion=6&view=text,https://en.cf-vanguard.com/wordpress/wp-content/images/cardlist/bt02/BT02_050EN.png,vanguard_scrape_out\images\BT02_050EN__Samurai_Spirit.png
6,[BT02]Onslaught of Dragon Souls,BT02/051EN,Evil Shade,Normal Unit,Granblue,1,6000,5000,"[AUTO](RC):[Put two cards from the top of your deck into your drop zone] When this unit boosts ([Boost]) a <Granblue> vanguard, you may pay the cost. If you do, the boosted ([Boost]) unit gets [Power]+4000 until end of that battle.",https://en.cf-vanguard.com/cardlist/cardsearch/?cardno=BT02/051EN&expansion=6&view=text,https://en.cf-vanguard.com/wordpress/wp-content/images/cardlist/bt02/BT02_051EN.png,vanguard_scrape_out\images\BT02_051EN__Evil_Shade.png
6,[BT02]Onslaught of Dragon Souls,BT02/052EN,Knight Spirit,Trigger Unit,Granblue,0,5000,10000,-,https://en.cf-vanguard.com/cardlist/cardsearch/?cardno=BT02/052EN&expansion=6&view=text,https://en.cf-vanguard.com/wordpress/wp-content/images/cardlist/bt02/BT02_052EN.png,vanguard_scrape_out\images\BT02_052EN__Knight_Spirit.png
6,[BT02]Onslaught of Dragon Souls,BT02/053EN,Skeleton Lookout,Trigger Unit,Granblue,0,5000,10000,-,https://en.cf-vanguard.com/cardlist/cardsearch/?cardno=BT02/053EN&expansion=6&view=text,https://en.cf-vanguard.com/wordpress/wp-content/images/cardlist/bt02/BT02_053EN.png,vanguard_scrape_out\images\BT02_053EN__Skeleton_Lookout.png
6,[BT02]Onslaught of Dragon Souls,BT02/054EN,Rick the Ghostie,Trigger Unit,Granblue,0,5000,10000,"(You may only have up to four cards with ""[Heal] HEAL"" in a deck.)",https://en.cf-vanguard.com/cardlist/cardsearch/?cardno=BT02/054EN&expansion=6&view=text,https://en.cf-vanguard.com/wordpress/wp-content/images/cardlist/bt02/BT02_054EN.png,vanguard_scrape_out\images\BT02_054EN__Rick_the_Ghostie.png
6,[BT02]Onslaught of Dragon Souls,BT02/055EN,Rough Seas Banshee,Trigger Unit,Granblue,0,4000,10000,"[ACT](RC):[Put this unit into your soul] If you have a <Granblue> vanguard, draw up to one card.",https://en.cf-vanguard.com/cardlist/cardsearch/?cardno=BT02/055EN&expansion=6&view=text,https://en.cf-vanguard.com/wordpress/wp-content/images/cardlist/bt02/BT02_055EN.png,vanguard_scrape_out\images\BT02_055EN__Rough_Seas_Banshee.png
6,[BT02]Onslaught of Dragon Souls,BT02/056EN,"Knight of Truth, Gordon",Normal Unit,Royal Paladin,2,8000,5000,"[AUTO]:When this unit intercepts ([Intercept]), if you have a <Royal Paladin> vanguard, this unit gets [Shield]+5000 until end of that battle.",https://en.cf-vanguard.com/cardlist/cardsearch/?cardno=BT02/056EN&expansion=6&view=text,https://en.cf-vanguard.com/wordpress/wp-content/images/cardlist/bt02/BT02_056EN.png,"vanguard_scrape_out\images\BT02_056EN__Knight_of_Truth,_Gordon.png"
6,[BT02]Onslaught of Dragon Souls,BT02/057EN,Soul Guiding Elf,Normal Unit,Royal Paladin,1,7000,5000,[ACT](VC)/(RC):[Counter-Blast 1] This unit gets [Power]+1000 until end of turn.,https://en.cf-vanguard.com/cardlist/cardsearch/?cardno=BT02/057EN&expansion=6&view=text,https://en.cf-vanguard.com/wordpress/wp-content/images/cardlist/bt02/BT02_057EN.png,vanguard_scrape_out\images\BT02_057EN__Soul_Guiding_Elf.png
6,[BT02]Onslaught of Dragon Souls,BT02/058EN,Pixy Fife and Drum,Trigger Unit,Royal Paladin,0,5000,10000,-,https://en.cf-vanguard.com/cardlist/cardsearch/?cardno=BT02/058EN&expansion=6&view=text,https://en.cf-vanguard.com/wordpress/wp-content/images/cardlist/bt02/BT02_058EN.png,vanguard_scrape_out\images\BT02_058EN__Pixy_Fife_and_Drum.png
6,[BT02]Onslaught of Dragon Souls,BT02/059EN,Margal,Trigger Unit,Royal Paladin,0,4000,5000,"[ACT](RC):[Put this unit into your soul] Choose up to one of your <Royal Paladin>, and that unit gets [Power]+3000 until end of turn.",https://en.cf-vanguard.com/cardlist/cardsearch/?cardno=BT02/059EN&expansion=6&view=text,https://en.cf-vanguard.com/wordpress/wp-content/images/cardlist/bt02/BT02_059EN.png,vanguard_scrape_out\images\BT02_059EN__Margal.png
6,[BT02]Onslaught of Dragon Souls,BT02/060EN,"Dragon Knight, Berger",Normal Unit,Kagero,2,8000,5000,"[AUTO]:When this unit intercepts ([Intercept]), if you have a <Kagero> vanguard, this unit gets [Shield]+5000 until end of that battle.",https://en.cf-vanguard.com/cardlist/cardsearch/?cardno=BT02/060EN&expansion=6&view=text,https://en.cf-vanguard.com/wordpress/wp-content/images/cardlist/bt02/BT02_060EN.png,"vanguard_scrape_out\images\BT02_060EN__Dragon_Knight,_Berger.png"
6,[BT02]Onslaught of Dragon Souls,BT02/061EN,Iron Tail Dragon,Normal Unit,Kagero,1,7000,5000,[ACT](VC)/(RC):[Counter-Blast 1] This unit gets [Power]+1000 until end of turn.,https://en.cf-vanguard.com/cardlist/cardsearch/?cardno=BT02/061EN&expansion=6&view=text,https://en.cf-vanguard.com/wordpress/wp-content/images/cardlist/bt02/BT02_061EN.png,vanguard_scrape_out\images\BT02_061EN__Iron_Tail_Dragon.png
6,[BT02]Onslaught of Dragon Souls,BT02/062EN,"Follower, Reas",Normal Unit,Kagero,1,6000,5000,"[AUTO](RC):When this unit boosts ([Boost]) a unit named ""Chain-attack Sutherland"", the boosted ([Boost]) unit gets [Power]+4000 until end of that battle.",https://en.cf-vanguard.com/cardlist/cardsearch/?cardno=BT02/062EN&expansion=6&view=text,https://en.cf-vanguard.com/wordpress/wp-content/images/cardlist/bt02/BT02_062EN.png,"vanguard_scrape_out\images\BT02_062EN__Follower,_Reas.png"
6,[BT02]Onslaught of Dragon Souls,BT02/063EN,"Lizard Runner, Nafd",Trigger Unit,Kagero,0,5000,10000,-,https://en.cf-vanguard.com/cardlist/cardsearch/?cardno=BT02/063EN&expansion=6&view=text,https://en.cf-vanguard.com/wordpress/wp-content/images/cardlist/bt02/BT02_063EN.png,"vanguard_scrape_out\images\BT02_063EN__Lizard_Runner,_Nafd.png"
6,[BT02]Onslaught of Dragon Souls,BT02/064EN,Gattling Claw Dragon,Trigger Unit,Kagero,0,4000,5000,"[ACT](RC):[Counter-Blast 1 & Put this unit into your soul] If you have a <Kagero> vanguard, choose up to one of your opponent's grade 0 rear-guards, and retire it.",https://en.cf-vanguard.com/cardlist/cardsearch/?cardno=BT02/064EN&expansion=6&view=text,https://en.cf-vanguard.com/wordpress/wp-content/images/cardlist/bt02/BT02_064EN.png,vanguard_scrape_out\images\BT02_064EN__Gattling_Claw_Dragon.png
6,[BT02]Onslaught of Dragon Souls,BT02/065EN,Security Guardian,Normal Unit,Oracle Think Tank,2,8000,5000,"[AUTO]:When this unit intercepts ([Intercept]), if you have an <Oracle Think Tank>vanguard, this unit gets [Shield]+5000 until end of that battle.",https://en.cf-vanguard.com/cardlist/cardsearch/?cardno=BT02/065EN&expansion=6&view=text,https://en.cf-vanguard.com/wordpress/wp-content/images/cardlist/bt02/BT02_065EN.png,vanguard_scrape_out\images\BT02_065EN__Security_Guardian.png
6,[BT02]Onslaught of Dragon Souls,BT02/066EN,One Who Gazes at the Truth,Normal Unit,Oracle Think Tank,1,6000,5000,"[AUTO](VC)/(RC):[Soul-Blast 1] When this unit attacks, if you have an <Oracle Think Tank>vanguard, you may pay the cost. If you do, this unit gets [Power]+3000 until end of that battle.",https://en.cf-vanguard.com/cardlist/cardsearch/?cardno=BT02/066EN&expansion=6&view=text,https://en.cf-vanguard.com/wordpress/wp-content/images/cardlist/bt02/BT02_066EN.png,vanguard_scrape_out\images\BT02_066EN__One_Who_Gazes_at_the_Truth.png
6,[BT02]Onslaught of Dragon Souls,BT02/067EN,Emergency Alarmer,Trigger Unit,Oracle Think Tank,0,5000,10000,-,https://en.cf-vanguard.com/cardlist/cardsearch/?cardno=BT02/067EN&expansion=6&view=text,https://en.cf-vanguard.com/wordpress/wp-content/images/cardlist/bt02/BT02_067EN.png,vanguard_scrape_out\images\BT02_067EN__Emergency_Alarmer.png
6,[BT02]Onslaught of Dragon Souls,BT02/068EN,Psychic Bird,Trigger Unit,Oracle Think Tank,0,4000,10000,"[ACT](RC):[Put this unit into your soul] If you have an <Oracle Think Tank>vanguard, draw up to one card.",https://en.cf-vanguard.com/cardlist/cardsearch/?cardno=BT02/068EN&expansion=6&view=text,https://en.cf-vanguard.com/wordpress/wp-content/images/cardlist/bt02/BT02_068EN.png,vanguard_scrape_out\images\BT02_068EN__Psychic_Bird.png
6,[BT02]Onslaught of Dragon Souls,BT02/069EN,"Chaos Dragon, Dinochaos",Normal Unit,Tachikaze,3,10000,-,"[ACT]Hand:[Choose two of your <Tachikaze> rear-guards, and retire them] If you have a grade 2 vanguard, you may reveal this card. If you do, ride this card.",https://en.cf-vanguard.com/cardlist/cardsearch/?cardno=BT02/069EN&expansion=6&view=text,https://en.cf-vanguard.com/wordpress/wp-content/images/cardlist/bt02/BT02_069EN.png,"vanguard_scrape_out\images\BT02_069EN__Chaos_Dragon,_Dinochaos.png"
6,[BT02]Onslaught of Dragon Souls,BT02/070EN,"Cannon Fire Dragon, Cannon Gear",Normal Unit,Tachikaze,2,11000,5000,"[AUTO]:When this unit is placed on (VC) or (RC), choose one of your rear-guards, and retire it. [AUTO](VC):When this unit is boosted ([Boost]) by a <Tachikaze>, this unit gets [Power]+2000 until end of turn.",https://en.cf-vanguard.com/cardlist/cardsearch/?cardno=BT02/070EN&expansion=6&view=text,https://en.cf-vanguard.com/wordpress/wp-content/images/cardlist/bt02/BT02_070EN.png,"vanguard_scrape_out\images\BT02_070EN__Cannon_Fire_Dragon,_Cannon_Gear.png"
6,[BT02]Onslaught of Dragon Souls,BT02/071EN,NGM Prototype,Normal Unit,Nova Grappler,2,8000,5000,"[AUTO]:When this unit intercepts ([Intercept]), if you have a <Nova Grappler> vanguard, this unit gets [Shield]+5000 until end of that battle.",https://en.cf-vanguard.com/cardlist/cardsearch/?cardno=BT02/071EN&expansion=6&view=text,https://en.cf-vanguard.com/wordpress/wp-content/images/cardlist/bt02/BT02_071EN.png,vanguard_scrape_out\images\BT02_071EN__NGM_Prototype.png
6,[BT02]Onslaught of Dragon Souls,BT02/072EN,Cray Soldier,Normal Unit,Nova Grappler,1,4000,5000,"[AUTO](RC):When an attack hits during the battle that this unit boosted ([Boost]) a <Nova Grappler> , [Stand] this unit.",https://en.cf-vanguard.com/cardlist/cardsearch/?cardno=BT02/072EN&expansion=6&view=text,https://en.cf-vanguard.com/wordpress/wp-content/images/cardlist/bt02/BT02_072EN.png,vanguard_scrape_out\images\BT02_072EN__Cray_Soldier.png
6,[BT02]Onslaught of Dragon Souls,BT02/073EN,Three Minutes,Trigger Unit,Nova Grappler,0,5000,5000,-,https://en.cf-vanguard.com/cardlist/cardsearch/?cardno=BT02/073EN&expansion=6&view=text,https://en.cf-vanguard.com/wordpress/wp-content/images/cardlist/bt02/BT02_073EN.png,vanguard_scrape_out\images\BT02_073EN__Three_Minutes.png
6,[BT02]Onslaught of Dragon Souls,BT02/074EN,Red Lightning,Trigger Unit,Nova Grappler,0,4000,10000,"[ACT](RC):[Put this unit into your soul] If you have a <Nova Grappler> vanguard, choose up to one card from your damage zone, and turn it face up.",https://en.cf-vanguard.com/cardlist/cardsearch/?cardno=BT02/074EN&expansion=6&view=text,https://en.cf-vanguard.com/wordpress/wp-content/images/cardlist/bt02/BT02_074EN.png,vanguard_scrape_out\images\BT02_074EN__Red_Lightning.png
6,[BT02]Onslaught of Dragon Souls,BT02/075EN,Blazer Idols,Normal Unit,Bermuda Triangle,1,6000,5000,"[AUTO]:When this unit is placed on (RC), choose another of your <Bermuda Triangle>, and that unit gets [Power]+2000 until end of turn.",https://en.cf-vanguard.com/cardlist/cardsearch/?cardno=BT02/075EN&expansion=6&view=text,https://en.cf-vanguard.com/wordpress/wp-content/images/cardlist/bt02/BT02_075EN.png,vanguard_scrape_out\images\BT02_075EN__Blazer_Idols.png
6,[BT02]Onslaught of Dragon Souls,BT02/076EN,Lady Bomb,Normal Unit,Megacolony,2,9000,5000,"[AUTO]:[Counter-Blast 2] When this unit is placed on (VC) or (RC), you may pay the cost. If you do, choose one of your opponent's rear-guards, and that unit cannot [Stand] during your opponent's next stand phase.",https://en.cf-vanguard.com/cardlist/cardsearch/?cardno=BT02/076EN&expansion=6&view=text,https://en.cf-vanguard.com/wordpress/wp-content/images/cardlist/bt02/BT02_076EN.png,vanguard_scrape_out\images\BT02_076EN__Lady_Bomb.png
6,[BT02]Onslaught of Dragon Souls,BT02/077EN,Phantom Black,Normal Unit,Megacolony,1,8000,5000,-,https://en.cf-vanguard.com/cardlist/cardsearch/?cardno=BT02/077EN&expansion=6&view=text,https://en.cf-vanguard.com/wordpress/wp-content/images/cardlist/bt02/BT02_077EN.png,vanguard_scrape_out\images\BT02_077EN__Phantom_Black.png
6,[BT02]Onslaught of Dragon Souls,BT02/078EN,Megacolony Battler A,Normal Unit,Megacolony,0,5000,10000,"[AUTO]:When this unit is put into the drop zone from (GC), put this card into your soul.",https://en.cf-vanguard.com/cardlist/cardsearch/?cardno=BT02/078EN&expansion=6&view=text,https://en.cf-vanguard.com/wordpress/wp-content/images/cardlist/bt02/BT02_078EN.png,vanguard_scrape_out\images\BT02_078EN__Megacolony_Battler_A.png
6,[BT02]Onslaught of Dragon Souls,BT02/079EN,Silver Wolf,Normal Unit,Great Nature,1,8000,5000,-,https://en.cf-vanguard.com/cardlist/cardsearch/?cardno=BT02/079EN&expansion=6&view=text,https://en.cf-vanguard.com/wordpress/wp-content/images/cardlist/bt02/BT02_079EN.png,vanguard_scrape_out\images\BT02_079EN__Silver_Wolf.png
6,[BT02]Onslaught of Dragon Souls,BT02/080EN,Intelli-mouse,Normal Unit,Great Nature,0,4000,10000,"[ACT](RC):[[Rest[ this unit] Choose one of your <Great Nature> rear-guards, and that unit gets [Power]+4000 until end of turn, and at the beginning of the end phase of that turn, retire it.",https://en.cf-vanguard.com/cardlist/cardsearch/?cardno=BT02/080EN&expansion=6&view=text,https://en.cf-vanguard.com/wordpress/wp-content/images/cardlist/bt02/BT02_080EN.png,vanguard_scrape_out\images\BT02_080EN__Intelli-mouse.png
6,[BT02]Onslaught of Dragon Souls,BT02/S01EN,Sky Diver,Normal Unit,Spike Brothers,3,11000,-,"[CONT](VC)/(RC):If you do not have another <Spike Brothers> vanguard or rear-guard, this unit gets [Power]-2000. [AUTO](RC):[Put this unit into your soul] When this unit's attack hits, you may pay the cost. If you do, choose up to one <Spike Brothers> from your hand, and call it to (RC).",https://en.cf-vanguard.com/cardlist/cardsearch/?cardno=BT02/S01EN&expansion=6&view=text,https://en.cf-vanguard.com/wordpress/wp-content/images/cardlist/bt02/BT02_S01EN.png,vanguard_scrape_out\images\BT02_S01EN__Sky_Diver.png
